Symbol,shortName,forwardPE,currentRatio,shortRatio,marketCap,sector,industry,sentiment,confidence
A,"Agilent Technologies, Inc.",20.41947,2.091,1.73,32772579328,Healthcare,Diagnostics & Research,neutral,0.4241849184036255
AA,Alcoa Corporation,9.962382,1.713,2.37,8227905536,Basic Materials,Aluminum,neutral,0.4241849184036255
AAMI,Acadian Asset Management Inc.,12.305643,1.452,2.32,1432316800,Financial Services,Asset Management,neutral,0.4241849184036255
AAP,Advance Auto Parts Inc.,23.717323,1.269,2.41,3823229184,Consumer Cyclical,Auto Parts,neutral,0.4241849184036255
AAT,"American Assets Trust, Inc.",27.979166,4.178,2.54,1557537024,Real Estate,REIT - Diversified,neutral,0.4241849184036255
ABBV,AbbVie Inc.,15.375516,0.76,2.5,329442426880,Healthcare,Drug Manufacturers - General,neutral,0.4241849184036255
ABEV,Ambev S.A.,12.5,1.107,1.92,37502910464,Consumer Defensive,Beverages - Brewers,neutral,0.4241849184036255
ABG,Asbury Automotive Group Inc,8.584687,1.245,8.99,4673188352,Consumer Cyclical,Auto & Truck Dealerships,neutral,0.4241849184036255
ABM,ABM Industries Incorporated,13.061475,1.55,3.47,2976243712,Industrials,Specialty Business Services,neutral,0.4241849184036255
ABR,Arbor Realty Trust,7.6045756,2.54,12.92,2408177408,Real Estate,REIT - Mortgage,neutral,0.4241849184036255
ABT,Abbott Laboratories,24.282948,1.78,3.54,218001965056,Healthcare,Medical Devices,neutral,0.4241849184036255
AC,"Associated Capital Group, Inc.",14.409266,24.029,6.8,788858944,Financial Services,Asset Management,neutral,0.4241849184036255
ACA,"Arcosa, Inc.",20.190044,1.983,5.74,4356348416,Industrials,Engineering & Construction,neutral,0.4241849184036255
ACCO,Acco Brands Corporation,3.3130436,1.762,3.62,343277568,Industrials,Business Equipment & Supplies,neutral,0.4241849184036255
ACEL,"Accel Entertainment, Inc.",14.906976,2.42,5.67,1085101440,Consumer Cyclical,Gambling,neutral,0.4241849184036255
ACHR,Archer Aviation Inc.,-11.385051,15.801,1.52,6188013056,Industrials,Aerospace & Defense,neutral,0.4241849184036255
ACI,"Albertsons Companies, Inc.",9.039648,0.905,5.14,11573074944,Consumer Defensive,Grocery Stores,neutral,0.4241849184036255
ACM,AECOM,22.473948,1.152,3.07,14836894720,Industrials,Engineering & Construction,neutral,0.4241849184036255
ACN,Accenture plc,20.26226,1.461,3.03,177569153024,Technology,Information Technology Services,neutral,0.4241849184036255
ACR,ACRES Commercial Realty Corp.,9.294737,71.765,1.66,130581392,Real Estate,REIT - Mortgage,neutral,0.4241849184036255
ACRE,Ares Commercial Real Estate Cor,13.32353,8.365,3.95,249174480,Real Estate,REIT - Mortgage,neutral,0.4241849184036255
ACVA,ACV Auctions Inc.,-115.07924,1.499,8.35,2699271936,Consumer Cyclical,Auto & Truck Dealerships,neutral,0.4241849184036255
ADC,Agree Realty Corporation,39.497253,1.166,10.53,7933660160,Real Estate,REIT - Retail,neutral,0.4241849184036255
ADCT,ADC Therapeutics SA,-2.0872483,4.464,4.89,349131712,Healthcare,Biotechnology,neutral,0.4241849184036255
ADM,Archer-Daniels-Midland Company,10.786982,1.382,3.49,26275809280,Consumer Defensive,Farm Products,neutral,0.4241849184036255
ADNT,Adient plc,6.418367,1.109,4.74,1849625344,Consumer Cyclical,Auto Parts,neutral,0.4241849184036255
ADT,ADT Inc.,10.5375,0.768,1.29,7051779584,Industrials,Security & Protection Services,neutral,0.4241849184036255
AEE,Ameren Corporation,20.292683,0.857,4.98,27067822080,Utilities,Utilities - Regulated Electric,neutral,0.4241849184036255
AEG,Aegon Ltd. New York Registry Sh,24.637932,6.947,0.64,11136625664,Financial Services,Insurance - Diversified,neutral,0.4241849184036255
AEM,Agnico Eagle Mines Limited,27.179825,2.37,2.58,62646218752,Basic Materials,Gold,neutral,0.4241849184036255
AEO,"American Eagle Outfitters, Inc.",5.232062,1.381,1.81,1758704896,Consumer Cyclical,Apparel Retail,neutral,0.4241849184036255
AER,AerCap Holdings N.V.,9.124706,1.115,2.07,20245839872,Industrials,Rental & Leasing Services,neutral,0.4241849184036255
AES,The AES Corporation,6.800493,0.843,2.09,9828097024,Utilities,Utilities - Diversified,neutral,0.4241849184036255
AESI,Atlas Energy Solutions Inc.,6.661616,1.622,10.9,2188155136,Energy,Oil & Gas Equipment & Services,neutral,0.4241849184036255
AFG,"American Financial Group, Inc.",10.7425785,2.077,3.38,10577972224,Financial Services,Insurance - Property & Casualty,neutral,0.4241849184036255
AFL,AFLAC Incorporated,14.189679,1.38,4.67,55005220864,Financial Services,Insurance - Life,neutral,0.4241849184036255
AG,First Majestic Silver Corp.,33.615383,3.192,1.04,4250052096,Basic Materials,Silver,neutral,0.4241849184036255
AGCO,AGCO Corporation,15.957037,1.528,5.59,8035553792,Industrials,Farm & Heavy Construction Machinery,neutral,0.4241849184036255
AGI,Alamos Gold Inc.,23.654545,1.487,2.78,10943100928,Basic Materials,Gold,neutral,0.4241849184036255
AGL,"agilon health, inc.",-7.803571,1.201,4.81,904485120,Healthcare,Medical Care Facilities,neutral,0.4241849184036255
AGM,Federal Agricultural Mortgage C,9.918888,1.443,1.37,1841416064,Financial Services,Credit Services,neutral,0.4241849184036255
AGO,Assured Guaranty Ltd.,13.1855345,0.952,3.68,4109139968,Financial Services,Insurance - Specialty,neutral,0.4241849184036255
AGRO,Adecoagro S.A.,7.135338,1.983,1.19,948935424,Consumer Defensive,Farm Products,neutral,0.4241849184036255
AGX,"Argan, Inc.",40.164032,1.745,1.38,2772219648,Industrials,Engineering & Construction,neutral,0.4241849184036255
AHH,"Armada Hoffler Properties, Inc.",28.34,1.611,2.65,723357248,Real Estate,REIT - Diversified,neutral,0.4241849184036255
AHL,Aspen Insurance Holdings Limite,5.986734,0.758,2.48,2807499776,Financial Services,Insurance - Property & Casualty,neutral,0.4241849184036255
AHR,"American Healthcare REIT, Inc.",199.00002,1.393,2.77,6030581248,Real Estate,REIT - Healthcare Facilities,neutral,0.4241849184036255
AHT,Ashford Hospitality Trust Inc,-0.52070314,0.387,4.16,39948344,Real Estate,REIT - Hotel & Motel,neutral,0.4241849184036255
AI,"C3.ai, Inc.",-83.35294,6.856,2.91,3808499200,Technology,Software - Infrastructure,neutral,0.4241849184036255
AIG,"American International Group, I",12.047689,0.636,3.36,46590513152,Financial Services,Insurance - Diversified,neutral,0.4241849184036255
AII,American Integrity Insurance Gr,6.2865925,1.977,2.46,330571072,Financial Services,Insurance - Property & Casualty,neutral,0.4241849184036255
AIN,Albany International Corporatio,18.13735,3.695,2.73,2109004160,Consumer Cyclical,Textile Manufacturing,neutral,0.4241849184036255
AIR,AAR Corp.,17.78,2.815,3.27,2999479040,Industrials,Aerospace & Defense,neutral,0.4241849184036255
AIT,Applied Industrial Technologies,24.754969,3.567,3.4,9965216768,Industrials,Industrial Distribution,neutral,0.4241849184036255
AIV,Apartment Investment and Manage,-19.254223,1.69,4.73,1227814784,Real Estate,REIT - Residential,neutral,0.4241849184036255
AIZ,"Assurant, Inc.",10.452288,0.416,0.83,9496794112,Financial Services,Insurance - Property & Casualty,neutral,0.4241849184036255
AJG,Arthur J. Gallagher & Co.,27.523493,1.443,2.87,79495487488,Financial Services,Insurance Brokers,neutral,0.4241849184036255
AKA,a.k.a. Brands Holding Corp.,-137.375,1.519,1.62,117755648,Consumer Cyclical,Apparel Retail,neutral,0.4241849184036255
AKR,Acadia Realty Trust,48.12821,1.139,5.78,2594764800,Real Estate,REIT - Retail,neutral,0.4241849184036255
AL,Air Lease Corporation,12.543763,0.402,2.76,6406584832,Industrials,Rental & Leasing Services,neutral,0.4241849184036255
ALB,Albemarle Corporation,43.423912,2.112,5.36,9401113600,Basic Materials,Specialty Chemicals,neutral,0.4241849184036255
ALC,Alcon Inc.,24.940342,2.701,2.74,43433664512,Healthcare,Medical Instruments & Supplies,neutral,0.4241849184036255
ALE,"Allete, Inc.",16.561403,1.256,3.7,3830247936,Utilities,Utilities - Diversified,neutral,0.4241849184036255
ALEX,"Alexander & Baldwin, Inc.",28.942623,1.19,2.98,1283721600,Real Estate,REIT - Retail,neutral,0.4241849184036255
ALG,"Alamo Group, Inc.",19.874193,4.304,4.13,2607027200,Industrials,Farm & Heavy Construction Machinery,neutral,0.4241849184036255
ALIT,"Alight, Inc.",9.684211,1.179,3.61,3027482880,Technology,Software - Application,neutral,0.4241849184036255
ALK,"Alaska Air Group, Inc.",9.757407,0.555,2.85,6396196864,Industrials,Airlines,neutral,0.4241849184036255
ALL,Allstate Corporation (The),10.23857,0.437,3.2,51597139968,Financial Services,Insurance - Property & Casualty,neutral,0.4241849184036255
ALLE,Allegion plc,19.405647,2.174,4.05,13008071680,Industrials,Security & Protection Services,neutral,0.4241849184036255
ALSN,"Allison Transmission Holdings, ",9.486234,3.051,4.72,7257287168,Consumer Cyclical,Auto Parts,neutral,0.4241849184036255
ALTG,Alta Equipment Group Inc.,-10.627715,1.356,8.26,246921872,Industrials,Rental & Leasing Services,neutral,0.4241849184036255
ALUR,"Allurion Technologies, Inc.",-7.5000005,2.086,0.33,23491944,Healthcare,Medical Devices,neutral,0.4241849184036255
ALV,"Autoliv, Inc.",11.216267,0.973,4.57,8769969152,Consumer Cyclical,Auto Parts,neutral,0.4241849184036255
ALX,"Alexander's, Inc.",19.013834,0.905,2.03,1263390336,Real Estate,REIT - Retail,neutral,0.4241849184036255
AM,Antero Midstream Corporation,17.252377,1.415,4.63,8350343168,Energy,Oil & Gas Midstream,neutral,0.4241849184036255
AMBC,"Ambac Financial Group, Inc.",125.28572,1.022,1.49,407168320,Financial Services,Insurance - Specialty,neutral,0.4241849184036255
AMBP,Ardagh Metal Packaging S.A.,20.84091,1.097,1.93,2740454400,Consumer Cyclical,Packaging & Containers,neutral,0.4241849184036255
AMC,"AMC Entertainment Holdings, Inc",-5.0869565,0.42,4.44,1520335488,Communication Services,Entertainment,neutral,0.4241849184036255
AMCR,Amcor plc,12.056961,1.701,1.92,21825013760,Consumer Cyclical,Packaging & Containers,neutral,0.4241849184036255
AME,"AMETEK, Inc.",24.441095,1.407,1.87,41193431040,Industrials,Specialty Industrial Machinery,neutral,0.4241849184036255
AMG,"Affiliated Managers Group, Inc.",8.826161,56.781,3.45,5889046528,Financial Services,Asset Management,neutral,0.4241849184036255
AMH,American Homes 4 Rent,57.52381,1.876,4.38,15276536832,Real Estate,REIT - Residential,neutral,0.4241849184036255
AMN,AMN Healthcare Services Inc,9.308252,1.077,7.16,781803072,Healthcare,Medical Care Facilities,neutral,0.4241849184036255
AMP,"Ameriprise Financial, Inc.",13.871602,2.91,3.02,51026038784,Financial Services,Asset Management,neutral,0.4241849184036255
AMPX,"Amprius Technologies, Inc.",-20.378048,4.737,1.37,1007161792,Industrials,Electrical Equipment & Parts,neutral,0.4241849184036255
AMPY,Amplify Energy Corp.,2.9917355,0.763,2.59,146018480,Energy,Oil & Gas E&P,neutral,0.4241849184036255
AMR,"Alpha Metallurgical Resources, ",3.9945042,3.873,6.34,1849894016,Basic Materials,Coking Coal,neutral,0.4241849184036255
AMRC,"Ameresco, Inc.",10.585714,1.575,7.51,974481664,Industrials,Engineering & Construction,neutral,0.4241849184036255
AMT,American Tower Corporation (REI,33.840942,0.555,2.71,107568742400,Real Estate,REIT - Specialty,neutral,0.4241849184036255
AMTM,"Amentum Holdings, Inc.",10.37067,1.557,3.81,5983287808,Industrials,Specialty Business Services,neutral,0.4241849184036255
AMWL,American Well Corporation,-1.0684897,2.919,5.3,129733584,Healthcare,Health Information Services,neutral,0.4241849184036255
AMX,"America Movil, S.A.B. de C.V.",10.214286,0.711,5.29,51836071936,Communication Services,Telecom Services,neutral,0.4241849184036255
AN,"AutoNation, Inc.",10.820582,0.774,3.94,7571511808,Consumer Cyclical,Auto & Truck Dealerships,neutral,0.4241849184036255
ANET,"Arista Networks, Inc.",11.327338,3.933,2.2,138421223424,Technology,Computer Hardware,neutral,0.4241849184036255
ANF,Abercrombie & Fitch Company,8.754613,1.376,1.7,4521349120,Consumer Cyclical,Apparel Retail,neutral,0.4241849184036255
ANRO,"Alto Neuroscience, Inc.",-0.9825784,22.533,11.63,77741760,Healthcare,Biotechnology,neutral,0.4241849184036255
ANVS,"Annovis Bio, Inc.",-1.4412708,10.676,3.74,50833652,Healthcare,Biotechnology,neutral,0.4241849184036255
AOMR,"Angel Oak Mortgage REIT, Inc.",7.0827065,2.64,1.22,221371888,Real Estate,REIT - Mortgage,neutral,0.4241849184036255
AON,Aon plc,20.369755,1.046,4.23,76492431360,Financial Services,Insurance Brokers,neutral,0.4241849184036255
AORT,"Artivion, Inc.",128.0625,5.531,4.53,1445685248,Healthcare,Medical Devices,neutral,0.4241849184036255
AOS,A.O. Smith Corporation,17.140049,1.612,1.95,9913523200,Industrials,Specialty Industrial Machinery,neutral,0.4241849184036255
AP,Ampco-Pittsburgh Corporation,14.838261,1.859,3.72,68578856,Industrials,Metal Fabrication,neutral,0.4241849184036255
APAM,Artisan Partners Asset Manageme,12.142092,2.754,5.3,3189670400,Financial Services,Asset Management,neutral,0.4241849184036255
APD,"Air Products and Chemicals, Inc",20.910023,0.996,4.04,65938677760,Basic Materials,Specialty Chemicals,neutral,0.4241849184036255
APG,APi Group Corporation,16.132769,1.468,1.99,14269496320,Industrials,Engineering & Construction,neutral,0.4241849184036255
APH,Amphenol Corporation,47.549118,1.989,2.38,124233302016,Technology,Electronic Components,neutral,0.4241849184036255
APLE,"Apple Hospitality REIT, Inc.",14.761905,0.345,5.92,2950059008,Real Estate,REIT - Hotel & Motel,neutral,0.4241849184036255
APO,"Apollo Global Management, Inc. ",17.525648,1.788,9.73,84934008832,Financial Services,Asset Management,neutral,0.4241849184036255
APTV,Aptiv PLC,9.84957,1.614,2.91,14968937472,Consumer Cyclical,Auto Parts,neutral,0.4241849184036255
AQN,Algonquin Power & Utilities Cor,19.67742,1.161,1.67,4683256832,Utilities,Utilities - Diversified,neutral,0.4241849184036255
AR,Antero Resources Corporation,15.396511,0.387,3.44,10279220224,Energy,Oil & Gas E&P,neutral,0.4241849184036255
ARCO,Arcos Dorados Holdings Inc.,8.988025,0.86,1.72,1533689984,Consumer Cyclical,Restaurants,neutral,0.4241849184036255
ARDT,"Ardent Health, Inc.",5.52,2.122,6.26,1579205760,Healthcare,Medical Care Facilities,neutral,0.4241849184036255
ARE,Alexandria Real Estate Equities,23.087208,3.381,3.86,13738785792,Real Estate,REIT - Office,neutral,0.4241849184036255
ARES,Ares Management Corporation,31.89002,0.583,3.92,58321637376,Financial Services,Asset Management,neutral,0.4241849184036255
ARI,Apollo Commercial Real Estate F,11.777108,9.7,2.66,1360973184,Real Estate,REIT - Mortgage,neutral,0.4241849184036255
ARIS,"Aris Water Solutions, Inc.",13.709678,1.865,4.9,1256620928,Utilities,Utilities - Regulated Water,neutral,0.4241849184036255
ARLO,"Arlo Technologies, Inc.",30.452831,1.421,6.31,1668892032,Industrials,Building Products & Equipment,neutral,0.4241849184036255
ARMK,Aramark,19.067686,1.206,5.7,11443331072,Industrials,Specialty Business Services,neutral,0.4241849184036255
AROC,"Archrock, Inc.",15.703931,1.473,5.33,4026064640,Energy,Oil & Gas Equipment & Services,neutral,0.4241849184036255
ARR,"ARMOUR Residential REIT, Inc.",4.0693073,1.123,2.87,1343961856,Real Estate,REIT - Mortgage,neutral,0.4241849184036255
ARW,"Arrow Electronics, Inc.",10.274447,1.431,8.95,6758144512,Technology,Electronics & Computer Distribution,neutral,0.4241849184036255
AS,"Amer Sports, Inc.",54.01429,1.664,2.08,20968331264,Consumer Cyclical,Leisure,neutral,0.4241849184036255
ASAN,"Asana, Inc.",-375.0,1.474,2.02,3575085056,Technology,Software - Application,neutral,0.4241849184036255
ASC,Ardmore Shipping Corporation,4.565909,3.726,4.01,408067072,Industrials,Marine Shipping,neutral,0.4241849184036255
ASGN,ASGN Incorporated,8.874322,2.368,5.41,2149485056,Technology,Information Technology Services,neutral,0.4241849184036255
ASH,Ashland Inc.,9.053228,2.322,2.85,2370402304,Basic Materials,Specialty Chemicals,neutral,0.4241849184036255
ASIX,AdvanSix Inc.,5.528536,1.192,3.61,597386944,Basic Materials,Chemicals,neutral,0.4241849184036255
ASPN,"Aspen Aerogels, Inc.",15.1026,4.223,4.62,620523520,Industrials,Building Products & Equipment,neutral,0.4241849184036255
ASR,Grupo Aeroportuario del Sureste,16.893528,5.162,1.64,9389346816,Industrials,Airports & Air Services,neutral,0.4241849184036255
ASX,"ASE Technology Holding Co., Ltd",13.7464,1.041,1.15,22403504128,Technology,Semiconductors,neutral,0.4241849184036255
ATEN,"A10 Networks, Inc.",21.819767,4.047,8.73,1352594304,Technology,Software - Infrastructure,neutral,0.4241849184036255
ATGE,Adtalem Global Education Inc.,17.404255,0.833,2.24,4114474496,Consumer Defensive,Education & Training Services,neutral,0.4241849184036255
ATHM,Autohome Inc.,12.583333,7.367,4.04,3219308032,Communication Services,Internet Content & Information,neutral,0.4241849184036255
ATI,ATI Inc.,31.944443,2.533,2.28,12978255872,Industrials,Metal Fabrication,neutral,0.4241849184036255
ATKR,Atkore Inc.,6.326365,3.022,4.63,2495097856,Industrials,Electrical Equipment & Parts,neutral,0.4241849184036255
ATMU,Atmus Filtration Technologies I,15.044176,2.227,2.79,3096589824,Consumer Cyclical,Auto Parts,neutral,0.4241849184036255
ATO,Atmos Energy Corporation,22.37115,1.328,5.22,25371031552,Utilities,Utilities - Regulated Gas,neutral,0.4241849184036255
ATR,"AptarGroup, Inc.",26.424116,1.251,2.49,10410158080,Healthcare,Medical Instruments & Supplies,neutral,0.4241849184036255
ATS,ATS Corporation,17.285639,1.693,27.11,3011044864,Industrials,Specialty Industrial Machinery,neutral,0.4241849184036255
ATUS,"Altice USA, Inc.",93.0,0.357,6.74,1304955520,Communication Services,Telecom Services,neutral,0.4241849184036255
AU,AngloGold Ashanti PLC,18.552727,2.345,2.18,25719078912,Basic Materials,Gold,neutral,0.4241849184036255
AUNA,Auna SA,7.4823527,0.835,5.05,470722688,Healthcare,Medical Care Facilities,neutral,0.4241849184036255
AVA,Avista Corporation,14.678294,0.925,4.92,3050943488,Utilities,Utilities - Diversified,neutral,0.4241849184036255
AVB,"AvalonBay Communities, Inc.",36.534294,0.491,3.51,28815282176,Real Estate,REIT - Residential,neutral,0.4241849184036255
AVD,American Vanguard Corporation,9.102564,1.773,3.27,100210816,Basic Materials,Agricultural Inputs,neutral,0.4241849184036255
AVK,Advent Claymore Convertible Sec,-408.0,0.087,0.92,540380096,Financial Services,Asset Management,neutral,0.4241849184036255
AVNS,"Avanos Medical, Inc.",6.904132,2.569,4.1,533188672,Healthcare,Medical Devices,neutral,0.4241849184036255
AVNT,Avient Corporation,11.288136,2.049,3.95,3048038912,Basic Materials,Specialty Chemicals,neutral,0.4241849184036255
AVTR,"Avantor, Inc.",11.376106,1.122,2.75,8759782400,Healthcare,Medical Instruments & Supplies,neutral,0.4241849184036255
AVY,Avery Dennison Corporation,16.69059,1.026,3.86,13726462976,Consumer Cyclical,Packaging & Containers,neutral,0.4241849184036255
AWI,Armstrong World Industries Inc,24.097954,1.604,3.59,7158039552,Industrials,Building Products & Equipment,neutral,0.4241849184036255
AWK,"American Water Works Company, I",25.073685,0.488,4.29,27871115264,Utilities,Utilities - Regulated Water,neutral,0.4241849184036255
AWR,American States Water Company,22.969511,0.81,2.82,2901252864,Utilities,Utilities - Regulated Water,neutral,0.4241849184036255
AXL,American Axle & Manufacturing H,9.677084,1.717,6.76,551184960,Consumer Cyclical,Auto Parts,neutral,0.4241849184036255
AXP,American Express Company,20.127316,1.574,3.43,211774291968,Financial Services,Credit Services,neutral,0.4241849184036255
AXR,AMREP Corporation,12.660818,35.145,2.78,114473288,Real Estate,Real Estate - Development,neutral,0.4241849184036255
AXS,Axis Capital Holdings Limited,8.385317,0.718,2.73,7591213568,Financial Services,Insurance - Specialty,neutral,0.4241849184036255
AXTA,Axalta Coating Systems Ltd.,12.309917,2.121,2.48,6510873088,Basic Materials,Specialty Chemicals,neutral,0.4241849184036255
AYI,Acuity Inc.,15.838516,1.987,3.33,8896798720,Industrials,Electrical Equipment & Parts,neutral,0.4241849184036255
AZO,"AutoZone, Inc.",21.644102,0.844,1.59,63117385728,Consumer Cyclical,Auto Parts,neutral,0.4241849184036255
AZZ,AZZ Inc.,19.706194,1.699,4.14,3341758720,Industrials,Specialty Business Services,neutral,0.4241849184036255
B,Barrick Mining Corporation,9.7850485,2.871,1.04,37184266240,Basic Materials,Gold,neutral,0.4241849184036255
BA,Boeing Company (The),484.57446,1.232,1.73,171724865536,Industrials,Aerospace & Defense,neutral,0.4241849184036255
BABA,Alibaba Group Holding Limited,12.145906,1.548,2.06,286030299136,Consumer Cyclical,Internet Retail,neutral,0.4241849184036255
BAH,Booz Allen Hamilton Holding Cor,15.915594,1.795,1.75,13804122112,Industrials,Consulting Services,neutral,0.4241849184036255
BAK,Braskem SA,-26.166668,1.317,2.97,1394163200,Basic Materials,Chemicals,neutral,0.4241849184036255
BALL,Ball Corporation,16.474504,1.04,3.25,16133242880,Consumer Cyclical,Packaging & Containers,neutral,0.4241849184036255
BALY,Bally's Corporation,-4.3363633,0.746,1.71,467585920,Consumer Cyclical,Resorts & Casinos,neutral,0.4241849184036255
BAM,Brookfield Asset Management Inc,34.947674,1.31,8.66,97327710208,Financial Services,Asset Management,neutral,0.4241849184036255
BARK,"BARK, Inc.",30.666668,1.626,6.45,155782672,Consumer Cyclical,Specialty Retail,neutral,0.4241849184036255
BAX,Baxter International Inc.,9.685763,2.021,5.13,14315017216,Healthcare,Medical Instruments & Supplies,neutral,0.4241849184036255
BB,BlackBerry Limited,48.2,2.104,3.27,2305066752,Technology,Software - Infrastructure,neutral,0.4241849184036255
BBAI,"BigBear.ai, Inc.",-35.206,1.663,0.79,2050320000,Technology,Information Technology Services,neutral,0.4241849184036255
BBDC,"Barings BDC, Inc.",8.743118,0.912,1.3,1003118272,Financial Services,Asset Management,neutral,0.4241849184036255
BBU,Brookfield Business Partners L.,36.182957,1.483,0.38,2319756800,Industrials,Conglomerates,neutral,0.4241849184036255
BBW,"Build-A-Bear Workshop, Inc.",14.268735,1.671,6.04,729378880,Consumer Cyclical,Specialty Retail,neutral,0.4241849184036255
BBWI,"Bath & Body Works, Inc.",9.272727,1.406,1.38,6907015680,Consumer Cyclical,Specialty Retail,neutral,0.4241849184036255
BBY,"Best Buy Co., Inc.",9.96228,1.023,3.32,14401607680,Consumer Cyclical,Specialty Retail,neutral,0.4241849184036255
BC,Brunswick Corporation,11.606806,1.571,5.63,4032960768,Consumer Cyclical,Recreational Vehicles,neutral,0.4241849184036255
BCC,"Boise Cascade, L.L.C.",8.043562,2.818,3.63,3126651648,Basic Materials,Lumber & Wood Production,neutral,0.4241849184036255
BCE,"BCE, Inc.",11.631579,0.642,17.71,22409566208,Communication Services,Telecom Services,neutral,0.4241849184036255
BCO,Brinks Company (The),11.836087,1.517,3.31,3912300032,Industrials,Security & Protection Services,neutral,0.4241849184036255
BCSF,"Bain Capital Specialty Finance,",8.22043,3.713,1.47,991839360,Financial Services,Asset Management,neutral,0.4241849184036255
BDC,Belden Inc,16.64575,1.925,4.31,5029535232,Technology,Communication Equipment,neutral,0.4241849184036255
BDN,Brandywine Realty Trust,-209.0,1.097,6.88,725087872,Real Estate,REIT - Office,neutral,0.4241849184036255
BDX,"Becton, Dickinson and Company",11.394469,1.127,1.2,51370008576,Healthcare,Medical Instruments & Supplies,neutral,0.4241849184036255
BE,Bloom Energy Corporation,67.48648,3.437,10.64,5798757888,Industrials,Electrical Equipment & Parts,neutral,0.4241849184036255
BEDU,Bright Scholar Education Holdin,3.0689657,0.683,0.68,52912636,Consumer Defensive,Education & Training Services,neutral,0.4241849184036255
BEKE,KE Holdings Inc,16.426725,1.33,2.56,22821222400,Real Estate,Real Estate Services,neutral,0.4241849184036255
BEN,"Franklin Resources, Inc.",9.423078,6.576,4.19,12875264000,Financial Services,Asset Management,neutral,0.4241849184036255
BEP,Brookfield Renewable Partners L,-342.12503,0.509,1.9,17906741248,Utilities,Utilities - Renewable,neutral,0.4241849184036255
BEPC,Brookfield Renewable Corporatio,164.97726,0.249,3.96,6560974336,Utilities,Utilities - Renewable,neutral,0.4241849184036255
BFAM,Bright Horizons Family Solution,28.12255,0.603,1.85,6569254912,Consumer Cyclical,Personal Services,neutral,0.4241849184036255
BFLY,"Butterfly Network, Inc.",-5.651515,6.059,5.48,458741504,Healthcare,Medical Devices,neutral,0.4241849184036255
BFS,"Saul Centers, Inc.",24.308825,0.203,3.12,1131561216,Real Estate,REIT - Retail,neutral,0.4241849184036255
BG,Bunge Limited,8.059677,2.036,2.14,14992274432,Consumer Defensive,Farm Products,neutral,0.4241849184036255
BGS,"B&G Foods, Inc.",6.264706,3.316,6.07,339939104,Consumer Defensive,Packaged Foods,neutral,0.4241849184036255
BGSF,"BGSF, Inc.",50.583336,1.763,2.76,67429808,Industrials,Staffing & Employment Services,neutral,0.4241849184036255
BH,Biglari Holdings Inc.,-42.671143,1.141,0.95,974067840,Consumer Cyclical,Restaurants,neutral,0.4241849184036255
BHC,Bausch Health Companies Inc.,1.4342403,1.347,4.49,2337403904,Healthcare,Drug Manufacturers - Specialty & Generic,neutral,0.4241849184036255
BHE,"Benchmark Electronics, Inc.",16.093878,2.365,5.73,1423249536,Technology,Electronic Components,neutral,0.4241849184036255
BHP,BHP Group Limited,12.309955,1.696,6.39,138058301440,Basic Materials,Other Industrial Metals & Mining,neutral,0.4241849184036255
BHR,Braemar Hotels & Resorts Inc.,-2.1637168,1.15,4.22,189656688,Real Estate,REIT - Hotel & Motel,neutral,0.4241849184036255
BHVN,Biohaven Ltd.,-2.1566455,2.333,4.58,1391800192,Healthcare,Biotechnology,neutral,0.4241849184036255
BILL,"BILL Holdings, Inc.",21.855074,1.694,4.86,4660941824,Technology,Software - Application,neutral,0.4241849184036255
BIO,"Bio-Rad Laboratories, Inc.",21.094421,5.994,2.4,6756355584,Healthcare,Medical Devices,neutral,0.4241849184036255
BIP,Brookfield Infrastructure Partn,36.348312,0.771,2.88,15010658304,Utilities,Utilities - Diversified,neutral,0.4241849184036255
BIPC,Brookfield Infrastructure Corpo,9.552682,0.482,7.56,4940880384,Utilities,Utilities - Regulated Gas,neutral,0.4241849184036255
BIRK,Birkenstock Holding plc,26.235294,3.058,3.08,9022428160,Consumer Cyclical,Footwear & Accessories,neutral,0.4241849184036255
BJ,"BJ's Wholesale Club Holdings, I",24.978825,0.768,3.19,14018534400,Consumer Defensive,Discount Stores,neutral,0.4241849184036255
BKD,Brookdale Senior Living Inc.,-13.008332,0.817,3.3,1829086080,Healthcare,Medical Care Facilities,neutral,0.4241849184036255
BKE,"Buckle, Inc. (The)",13.136,2.093,4.56,2519993856,Consumer Cyclical,Apparel Retail,neutral,0.4241849184036255
BKH,Black Hills Corporation,14.145631,0.762,4.67,4225847808,Utilities,Utilities - Regulated Gas,neutral,0.4241849184036255
BKKT,"Bakkt Holdings, Inc.",-9.392026,1.583,2.71,155251216,Technology,Software - Infrastructure,neutral,0.4241849184036255
BKSY,BlackSky Technology Inc.,-12.4840765,3.791,3.08,614565824,Industrials,Specialty Business Services,neutral,0.4241849184036255
BKV,BKV Corporation,16.258196,0.414,4.16,1680190976,Energy,Oil & Gas E&P,neutral,0.4241849184036255
BLCO,Bausch + Lomb Corporation,11.70168,1.561,3.82,4921053184,Healthcare,Medical Instruments & Supplies,neutral,0.4241849184036255
BLD,TopBuild Corp.,16.507786,2.023,3.78,10608418816,Industrials,Engineering & Construction,neutral,0.4241849184036255
BLDR,"Builders FirstSource, Inc.",10.95921,1.821,3.24,14109980672,Industrials,Building Products & Equipment,neutral,0.4241849184036255
